Date,Line(QZAR1M=)
28 March 2017,644.36
27 March 2017,651.5
24 March 2017,649
23 March 2017,670.5
22 March 2017,663
21 March 2017,690
20 March 2017,690.5
17 March 2017,716
16 March 2017,671.5
15 March 2017,710
14 March 2017,755.5
13 March 2017,779
10 March 2017,808
09 March 2017,725.5
08 March 2017,707.25
07 March 2017,719
06 March 2017,744.5
03 March 2017,701.5
02 March 2017,711.5
01 March 2017,702.04
28 February 2017,733
27 February 2017,751.5
24 February 2017,702.5
23 February 2017,635.5
22 February 2017,639.5
21 February 2017,646.5
20 February 2017,642
17 February 2017,665.5
16 February 2017,663
15 February 2017,635.5
14 February 2017,647.5
13 February 2017,660.25
10 February 2017,663.5
09 February 2017,665
08 February 2017,664.25
07 February 2017,669.5
06 February 2017,663.5
03 February 2017,659
02 February 2017,662
01 February 2017,670
31 January 2017,662.5
30 January 2017,666
27 January 2017,668
26 January 2017,698
25 January 2017,746.5
24 January 2017,785
23 January 2017,830
20 January 2017,788.5
19 January 2017,786
18 January 2017,807
17 January 2017,819.25
16 January 2017,869.75
13 January 2017,784
12 January 2017,790.5
11 January 2017,797
10 January 2017,819
09 January 2017,839
06 January 2017,803
05 January 2017,796.5
04 January 2017,794.5
03 January 2017,822.5
02 January 2017,848.5
30 December 2016,848.5
29 December 2016,791
28 December 2016,833.5
27 December 2016,829.51
26 December 2016,843.5
23 December 2016,834.99
22 December 2016,910.5
21 December 2016,829.19
20 December 2016,875.5
19 December 2016,898
16 December 2016,844
15 December 2016,843
14 December 2016,836
13 December 2016,877.5
12 December 2016,911.5
09 December 2016,841.32
08 December 2016,845
07 December 2016,837.75
06 December 2016,875
05 December 2016,908.5
02 December 2016,863
01 December 2016,887.75
30 November 2016,912
29 November 2016,925
28 November 2016,805.5
25 November 2016,825
24 November 2016,823.5
23 November 2016,907.5
22 November 2016,891.38
21 November 2016,838
18 November 2016,850
17 November 2016,850
16 November 2016,878.25
15 November 2016,895.5
14 November 2016,951
11 November 2016,854.5
10 November 2016,845.5
09 November 2016,801
08 November 2016,835.5
07 November 2016,800
04 November 2016,812.63
03 November 2016,805.5
02 November 2016,832.5
01 November 2016,865.5
31 October 2016,803.5
28 October 2016,830.75
27 October 2016,831
26 October 2016,863
25 October 2016,887
24 October 2016,926
21 October 2016,897.5
20 October 2016,885.5
19 October 2016,841.44
18 October 2016,866.5
17 October 2016,920
14 October 2016,883
13 October 2016,882.5
12 October 2016,871
11 October 2016,890.63
10 October 2016,866
07 October 2016,904
06 October 2016,904
05 October 2016,804.5
04 October 2016,839
03 October 2016,854
30 September 2016,811.5
29 September 2016,820
28 September 2016,806
27 September 2016,819.5
26 September 2016,796
23 September 2016,798
22 September 2016,790
21 September 2016,812.5
20 September 2016,864
19 September 2016,825.25
16 September 2016,835.63
15 September 2016,833.5
14 September 2016,866.38
13 September 2016,910
12 September 2016,838.5
09 September 2016,848.5
08 September 2016,828.5
07 September 2016,873
06 September 2016,902
05 September 2016,850.85
02 September 2016,858.5
01 September 2016,864
31 August 2016,897
30 August 2016,926.5
29 August 2016,865.5
26 August 2016,897.5
25 August 2016,876.75
24 August 2016,869
23 August 2016,872
22 August 2016,889.44
19 August 2016,823.49
18 August 2016,814.75
17 August 2016,817.5
16 August 2016,846
15 August 2016,856.57
12 August 2016,813.5
11 August 2016,812.5
10 August 2016,783
09 August 2016,823
08 August 2016,839.5
05 August 2016,883
04 August 2016,838.75
03 August 2016,884.5
02 August 2016,889.38
01 August 2016,912
29 July 2016,854
28 July 2016,874
27 July 2016,938
26 July 2016,906.8
25 July 2016,933.9
22 July 2016,879.05
21 July 2016,875
20 July 2016,882
19 July 2016,911.6
18 July 2016,931.42
15 July 2016,899
14 July 2016,874.95
13 July 2016,900.6
12 July 2016,924.85
11 July 2016,962.3
08 July 2016,916.7
07 July 2016,927.45
06 July 2016,915.85
05 July 2016,948.45
04 July 2016,966
01 July 2016,906
30 June 2016,925.2
29 June 2016,938.25
28 June 2016,901.5
27 June 2016,957.5
24 June 2016,929.9
23 June 2016,860.7
22 June 2016,912.85
21 June 2016,952
20 June 2016,899
17 June 2016,922
16 June 2016,926
15 June 2016,923.75
14 June 2016,961.51
13 June 2016,916
10 June 2016,904.75
09 June 2016,886.99
08 June 2016,907.5
07 June 2016,945.54
06 June 2016,889.38
03 June 2016,908.5
02 June 2016,953
01 June 2016,1010
31 May 2016,1043
30 May 2016,964.5
27 May 2016,962.01
26 May 2016,958
25 May 2016,1006
24 May 2016,1015.6
23 May 2016,1047
20 May 2016,971.01
19 May 2016,983.51
18 May 2016,997
17 May 2016,996
16 May 2016,1037.5
13 May 2016,949.51
12 May 2016,966
11 May 2016,951.5
10 May 2016,990
09 May 2016,1026
06 May 2016,947.54
05 May 2016,955
04 May 2016,954
03 May 2016,956
02 May 2016,946
29 April 2016,950.01
28 April 2016,901.99
27 April 2016,944
26 April 2016,937.5
25 April 2016,950
22 April 2016,862
21 April 2016,853
20 April 2016,875
19 April 2016,903
18 April 2016,854.75
15 April 2016,857.51
14 April 2016,858
13 April 2016,892
12 April 2016,934.94
11 April 2016,870.75
08 April 2016,884.49
07 April 2016,902
06 April 2016,930
05 April 2016,967
04 April 2016,878.51
01 April 2016,874.99
31 March 2016,873.75
30 March 2016,947
29 March 2016,890
28 March 2016,929.99
25 March 2016,926
24 March 2016,923
23 March 2016,945
22 March 2016,963
21 March 2016,987
18 March 2016,990
17 March 2016,925
16 March 2016,966.75
15 March 2016,982
14 March 2016,974
11 March 2016,898.01
10 March 2016,910
09 March 2016,902.5
08 March 2016,944.42
07 March 2016,965.5
04 March 2016,909
03 March 2016,926
02 March 2016,934
01 March 2016,968
29 February 2016,1007
26 February 2016,970.63
25 February 2016,923
24 February 2016,947
23 February 2016,947
22 February 2016,827.51
19 February 2016,841
18 February 2016,849.5
17 February 2016,941
16 February 2016,860.01
15 February 2016,864.88
12 February 2016,864.25
11 February 2016,850.75
10 February 2016,916.51
09 February 2016,871
08 February 2016,864
05 February 2016,855
04 February 2016,851
03 February 2016,931.01
02 February 2016,880
01 February 2016,869.51
29 January 2016,877.51
28 January 2016,894
27 January 2016,942.5
26 January 2016,969
25 January 2016,997
22 January 2016,941.44
21 January 2016,948.51
20 January 2016,976.25
19 January 2016,996
18 January 2016,1033
15 January 2016,961
14 January 2016,930.57
13 January 2016,955
12 January 2016,1014
11 January 2016,1052
08 January 2016,929
07 January 2016,919
06 January 2016,902
05 January 2016,910
04 January 2016,933.5
01 January 2016,866
31 December 2015,866
30 December 2015,878
29 December 2015,832
28 December 2015,857.51
25 December 2015,892.51
24 December 2015,885.99
23 December 2015,892
22 December 2015,908
21 December 2015,931
18 December 2015,875
17 December 2015,886.51
16 December 2015,898.99
15 December 2015,893
14 December 2015,935.99
11 December 2015,966
10 December 2015,913.51
09 December 2015,832.49
08 December 2015,856
07 December 2015,872
04 December 2015,810
03 December 2015,817
02 December 2015,818
01 December 2015,856
30 November 2015,880.5
27 November 2015,902
26 November 2015,787
25 November 2015,774
24 November 2015,769
23 November 2015,822
20 November 2015,740
19 November 2015,741.01
18 November 2015,771.51
17 November 2015,810.5
16 November 2015,768
13 November 2015,768
12 November 2015,787
11 November 2015,776
10 November 2015,805
09 November 2015,805
06 November 2015,744.75
05 November 2015,729.99
04 November 2015,754.5
03 November 2015,764.99
02 November 2015,716.5
30 October 2015,716.5
29 October 2015,716.51
28 October 2015,724
27 October 2015,753
26 October 2015,770.52
23 October 2015,725
22 October 2015,743
21 October 2015,721.63
20 October 2015,733.49
19 October 2015,758.51
16 October 2015,710.99
15 October 2015,705.5
14 October 2015,701
13 October 2015,751
12 October 2015,759.5
09 October 2015,715
08 October 2015,714
07 October 2015,715
06 October 2015,745.99
05 October 2015,771.75
02 October 2015,736
01 October 2015,743
30 September 2015,737
29 September 2015,776
28 September 2015,731.78
25 September 2015,715.5
24 September 2015,710.5
23 September 2015,712.5
22 September 2015,734.19
21 September 2015,694
18 September 2015,685
17 September 2015,689.49
16 September 2015,708.99
15 September 2015,744.34
14 September 2015,708.49
11 September 2015,711
10 September 2015,718.25
09 September 2015,767.32
08 September 2015,790.69
07 September 2015,733
04 September 2015,727
03 September 2015,705.51
02 September 2015,723.99
01 September 2015,746.5
31 August 2015,694.51
28 August 2015,696.5
27 August 2015,690.49
26 August 2015,711.5
25 August 2015,732.22
24 August 2015,763.51
21 August 2015,703.5
20 August 2015,714.51
19 August 2015,697.57
18 August 2015,719.49
17 August 2015,743.5
14 August 2015,697.01
13 August 2015,697.5
12 August 2015,694.5
11 August 2015,714
10 August 2015,732
07 August 2015,731
06 August 2015,691
05 August 2015,717
04 August 2015,736
03 August 2015,762
31 July 2015,695.5
30 July 2015,694.5
29 July 2015,686
28 July 2015,711.5
27 July 2015,727.25
24 July 2015,686.5
23 July 2015,665.5
22 July 2015,656
21 July 2015,673
20 July 2015,701
17 July 2015,652
16 July 2015,653.01
15 July 2015,653
14 July 2015,675
13 July 2015,701
10 July 2015,666
09 July 2015,668
08 July 2015,694
07 July 2015,708
06 July 2015,724
03 July 2015,661
02 July 2015,657
01 July 2015,657
30 June 2015,670
29 June 2015,698
26 June 2015,657.51
25 June 2015,632
24 June 2015,660
23 June 2015,680.5
22 June 2015,638
19 June 2015,648
18 June 2015,651
17 June 2015,687.5
16 June 2015,717.01
15 June 2015,718.5
12 June 2015,668
11 June 2015,663.99
10 June 2015,678.01
09 June 2015,703.99
08 June 2015,670.5
05 June 2015,653
04 June 2015,638
03 June 2015,654
02 June 2015,650
01 June 2015,613
29 May 2015,613.5
28 May 2015,618.5
27 May 2015,651
26 May 2015,648
25 May 2015,657
22 May 2015,610.5
21 May 2015,605.38
20 May 2015,610.44
19 May 2015,628
18 May 2015,648.51
15 May 2015,609
14 May 2015,610
13 May 2015,616.01
12 May 2015,647
11 May 2015,661
08 May 2015,613
07 May 2015,618.5
06 May 2015,614.51
05 May 2015,637.5
04 May 2015,657
01 May 2015,614
30 April 2015,607
29 April 2015,597.51
28 April 2015,564.5
27 April 2015,592
24 April 2015,598.75
23 April 2015,599.25
22 April 2015,639
21 April 2015,653.5
20 April 2015,594
17 April 2015,588
16 April 2015,580
15 April 2015,615
14 April 2015,627.5
13 April 2015,598.5
10 April 2015,591
09 April 2015,577
08 April 2015,591
07 April 2015,612
06 April 2015,580.48
03 April 2015,574
02 April 2015,581
01 April 2015,584
31 March 2015,636
30 March 2015,656
27 March 2015,596
26 March 2015,602.5
25 March 2015,616.5
24 March 2015,631
23 March 2015,658.01
20 March 2015,604.5
19 March 2015,619
18 March 2015,621.72
17 March 2015,644.75
16 March 2015,664.01
13 March 2015,628.75
12 March 2015,617
11 March 2015,616
10 March 2015,643
09 March 2015,641
06 March 2015,599
05 March 2015,586
04 March 2015,612
03 March 2015,626
02 March 2015,649
27 February 2015,658.5
26 February 2015,577
25 February 2015,589.51
24 February 2015,523.5
23 February 2015,523
20 February 2015,520
19 February 2015,523
18 February 2015,522
17 February 2015,521
16 February 2015,531
13 February 2015,531
12 February 2015,533
11 February 2015,538
10 February 2015,526.5
09 February 2015,522.88
06 February 2015,521.5
05 February 2015,511
04 February 2015,521.01
03 February 2015,513.5
02 February 2015,514.5
30 January 2015,519
29 January 2015,510.57
28 January 2015,502.01
27 January 2015,523
26 January 2015,536.51
23 January 2015,549.5
22 January 2015,550.5
21 January 2015,559.5
20 January 2015,587
19 January 2015,612
16 January 2015,571.51
15 January 2015,555
14 January 2015,567
13 January 2015,582
12 January 2015,609
09 January 2015,563.5
08 January 2015,564
07 January 2015,575
06 January 2015,607
05 January 2015,625.5
02 January 2015,581
01 January 2015,572
31 December 2014,574
30 December 2014,579
29 December 2014,552
26 December 2014,588.51
25 December 2014,591
24 December 2014,592
23 December 2014,600
22 December 2014,649
19 December 2014,614
18 December 2014,619
17 December 2014,644
16 December 2014,666
15 December 2014,671
12 December 2014,700
11 December 2014,640
10 December 2014,629
09 December 2014,644
08 December 2014,667
05 December 2014,620
04 December 2014,606
03 December 2014,604
02 December 2014,619.5
01 December 2014,632
28 November 2014,596
27 November 2014,627.25
26 November 2014,603
25 November 2014,599
24 November 2014,591
21 November 2014,595
20 November 2014,515
19 November 2014,534
18 November 2014,554
17 November 2014,528
14 November 2014,528
13 November 2014,542
12 November 2014,567
11 November 2014,591.5
10 November 2014,560
07 November 2014,557
06 November 2014,555
05 November 2014,566
04 November 2014,576
03 November 2014,542.5
31 October 2014,544
30 October 2014,536
29 October 2014,501
28 October 2014,514
27 October 2014,529
24 October 2014,546
23 October 2014,569
22 October 2014,555
21 October 2014,574
20 October 2014,591
17 October 2014,557
16 October 2014,558
15 October 2014,553
14 October 2014,574
13 October 2014,597
10 October 2014,565
09 October 2014,560
08 October 2014,562
07 October 2014,591
06 October 2014,609
03 October 2014,580
02 October 2014,572
01 October 2014,573
30 September 2014,593
29 September 2014,611
26 September 2014,571
25 September 2014,552
24 September 2014,566
23 September 2014,567
22 September 2014,582
19 September 2014,530
18 September 2014,529
17 September 2014,550
16 September 2014,556.75
15 September 2014,527
12 September 2014,531
11 September 2014,524
10 September 2014,557
09 September 2014,574
08 September 2014,513.5
05 September 2014,509.5
04 September 2014,514
03 September 2014,535
02 September 2014,556
01 September 2014,515
29 August 2014,517
28 August 2014,515
27 August 2014,549
26 August 2014,564
25 August 2014,577.51
22 August 2014,541
21 August 2014,534.5
20 August 2014,539
19 August 2014,558
18 August 2014,578.5
15 August 2014,545
14 August 2014,540
13 August 2014,541.5
12 August 2014,567
11 August 2014,590.5
08 August 2014,555
07 August 2014,558
06 August 2014,551.75
05 August 2014,566
04 August 2014,573.5
01 August 2014,540
31 July 2014,544
30 July 2014,560.5
29 July 2014,507
28 July 2014,521
25 July 2014,535
24 July 2014,542
23 July 2014,549
22 July 2014,569.75
21 July 2014,588
18 July 2014,550
17 July 2014,552.25
16 July 2014,548
15 July 2014,568
14 July 2014,574
11 July 2014,538.5
10 July 2014,539
09 July 2014,539
08 July 2014,554
07 July 2014,576
04 July 2014,545.98
03 July 2014,556
02 July 2014,560
01 July 2014,572
30 June 2014,583.5
27 June 2014,544
26 June 2014,548
25 June 2014,532.01
24 June 2014,554.5
23 June 2014,525.01
20 June 2014,523
19 June 2014,527.5
18 June 2014,535.75
17 June 2014,561
16 June 2014,511.5
13 June 2014,509
12 June 2014,510
11 June 2014,533
10 June 2014,554
09 June 2014,521
06 June 2014,516
05 June 2014,515
04 June 2014,533
03 June 2014,543.5
02 June 2014,559
30 May 2014,507.5
29 May 2014,501.51
28 May 2014,521.5
27 May 2014,535
26 May 2014,541
23 May 2014,500.5
22 May 2014,503.5
21 May 2014,510
20 May 2014,526
19 May 2014,536
16 May 2014,509
15 May 2014,506
14 May 2014,517
13 May 2014,534
12 May 2014,557
09 May 2014,504
08 May 2014,505.5
07 May 2014,512.5
06 May 2014,512.5
05 May 2014,531
02 May 2014,510
01 May 2014,512
30 April 2014,517
29 April 2014,509.5
28 April 2014,498
25 April 2014,500
24 April 2014,495.75
23 April 2014,525.01
22 April 2014,538
21 April 2014,482.5
18 April 2014,482.5
17 April 2014,482.5
16 April 2014,486.5
15 April 2014,521
14 April 2014,484.51
11 April 2014,485
10 April 2014,483
09 April 2014,495
08 April 2014,513
07 April 2014,485
04 April 2014,486
03 April 2014,509
02 April 2014,506
01 April 2014,520.5
31 March 2014,484.51
28 March 2014,507
27 March 2014,490.5
26 March 2014,539.5
25 March 2014,558.5
24 March 2014,586.5
21 March 2014,530.5
20 March 2014,531.01
19 March 2014,517.51
18 March 2014,548.01
17 March 2014,564.25
14 March 2014,577.5
13 March 2014,516
12 March 2014,516.5
11 March 2014,533.01
10 March 2014,540.5
07 March 2014,504.5
06 March 2014,496
05 March 2014,498.5
04 March 2014,519
03 March 2014,542
28 February 2014,504.5
27 February 2014,508
26 February 2014,514.5
25 February 2014,454.5
24 February 2014,453.5
21 February 2014,455
20 February 2014,461.51
19 February 2014,510
18 February 2014,456
17 February 2014,457.5
14 February 2014,459
13 February 2014,472
12 February 2014,467.51
11 February 2014,466
10 February 2014,481.5
07 February 2014,476.5
06 February 2014,479.5
05 February 2014,486.5
04 February 2014,479
03 February 2014,488.5
31 January 2014,479.5
30 January 2014,481.51
29 January 2014,487.51
28 January 2014,468.5
27 January 2014,493.28
24 January 2014,499.51
23 January 2014,482
22 January 2014,468
21 January 2014,489
20 January 2014,509
17 January 2014,482
16 January 2014,493.5
15 January 2014,504
14 January 2014,520.51
13 January 2014,533.01
10 January 2014,468
09 January 2014,482.5
08 January 2014,483.01
07 January 2014,493.5
06 January 2014,523.01
03 January 2014,493.5
02 January 2014,484
01 January 2014,470
31 December 2013,465
30 December 2013,485
27 December 2013,501.01
26 December 2013,525
25 December 2013,523
24 December 2013,524
23 December 2013,565
20 December 2013,613.5
19 December 2013,570
18 December 2013,546.75
17 December 2013,537.5
16 December 2013,556.5
13 December 2013,558.38
12 December 2013,525.95
11 December 2013,533
10 December 2013,539.01
09 December 2013,542.13
06 December 2013,504.5
05 December 2013,517
04 December 2013,512
03 December 2013,521
02 December 2013,531.51
29 November 2013,493.01
28 November 2013,497
27 November 2013,504.01
26 November 2013,488.31
25 November 2013,446.51
22 November 2013,462.5
21 November 2013,476.51
20 November 2013,456.5
19 November 2013,477
18 November 2013,442.5
15 November 2013,436.5
14 November 2013,445.5
13 November 2013,472.5
12 November 2013,492.01
11 November 2013,440.5
08 November 2013,450
07 November 2013,438.5
06 November 2013,455.63
05 November 2013,466
04 November 2013,434
01 November 2013,436.01
31 October 2013,429
30 October 2013,429.5
29 October 2013,408.5
28 October 2013,421.51
25 October 2013,436.97
24 October 2013,449.75
23 October 2013,438.5
22 October 2013,450.51
21 October 2013,469.5
18 October 2013,439.5
17 October 2013,440.5
16 October 2013,445.5
15 October 2013,464.63
14 October 2013,477.5
11 October 2013,442.88
10 October 2013,437.38
09 October 2013,455
08 October 2013,476.51
07 October 2013,491.5
04 October 2013,446
03 October 2013,448
02 October 2013,448.5
01 October 2013,463.5
30 September 2013,474
27 September 2013,452.01
26 September 2013,463
25 September 2013,446
24 September 2013,444.5
23 September 2013,443.51
20 September 2013,413.25
19 September 2013,408
18 September 2013,429.5
17 September 2013,437.5
16 September 2013,415.5
13 September 2013,433.5
12 September 2013,430.5
11 September 2013,460.5
10 September 2013,480
09 September 2013,438.5
06 September 2013,440
05 September 2013,455
04 September 2013,462
03 September 2013,488
02 September 2013,460
30 August 2013,471.51
29 August 2013,466.75
28 August 2013,540.5
27 August 2013,534.01
26 August 2013,520.01
23 August 2013,479
22 August 2013,482
21 August 2013,462.5
20 August 2013,470.75
19 August 2013,481.5
16 August 2013,446.03
15 August 2013,447
14 August 2013,440.25
13 August 2013,450
12 August 2013,462.5
09 August 2013,435.5
08 August 2013,435.5
07 August 2013,442
06 August 2013,450.5
05 August 2013,458.5
02 August 2013,435.5
01 August 2013,430.5
31 July 2013,444.5
30 July 2013,460.5
29 July 2013,419.5
26 July 2013,428
25 July 2013,432.25
24 July 2013,431.5
23 July 2013,446.5
22 July 2013,458.75
19 July 2013,432
18 July 2013,432.5
17 July 2013,434.51
16 July 2013,451.5
15 July 2013,468.5
12 July 2013,447.5
11 July 2013,446.5
10 July 2013,445.5
09 July 2013,458.5
08 July 2013,480.25
05 July 2013,491.5
04 July 2013,442
03 July 2013,453.5
02 July 2013,443.63
01 July 2013,469.51
28 June 2013,448.5
27 June 2013,445
26 June 2013,476.5
25 June 2013,451
24 June 2013,421
21 June 2013,425
20 June 2013,432.75
19 June 2013,425.5
18 June 2013,447
17 June 2013,423.51
14 June 2013,425
13 June 2013,435
12 June 2013,465
11 June 2013,486.25
10 June 2013,468.6
07 June 2013,452
06 June 2013,442
05 June 2013,452
04 June 2013,452.25
03 June 2013,430
31 May 2013,448
30 May 2013,426.5
29 May 2013,391
28 May 2013,399.5
27 May 2013,401.5
24 May 2013,415.5
23 May 2013,410
22 May 2013,403.5
21 May 2013,412.5
20 May 2013,420
17 May 2013,397.5
16 May 2013,393.5
15 May 2013,404
14 May 2013,414.5
13 May 2013,420.5
10 May 2013,380
09 May 2013,375.5
08 May 2013,380
07 May 2013,393.5
06 May 2013,404
03 May 2013,375.5
02 May 2013,375.5
01 May 2013,377.5
30 April 2013,376.5
29 April 2013,390
26 April 2013,376.5
25 April 2013,362.5
24 April 2013,394
23 April 2013,408
22 April 2013,372
19 April 2013,373.01
18 April 2013,368.5
17 April 2013,379
16 April 2013,393.5
15 April 2013,371.88
12 April 2013,359
11 April 2013,358.75
10 April 2013,370
09 April 2013,383
08 April 2013,366.5
05 April 2013,369.5
04 April 2013,372.25
03 April 2013,387
02 April 2013,399
01 April 2013,374.5
29 March 2013,375
28 March 2013,373.5
27 March 2013,376
26 March 2013,414.01
25 March 2013,415.75
22 March 2013,390.51
21 March 2013,391
20 March 2013,388.5
19 March 2013,386.5
18 March 2013,409
15 March 2013,386
14 March 2013,384
13 March 2013,387.5
12 March 2013,394.5
11 March 2013,403.5
08 March 2013,381.5
07 March 2013,384
06 March 2013,379
05 March 2013,392
04 March 2013,406.5
01 March 2013,383
28 February 2013,377.5
27 February 2013,387
26 February 2013,334.5
25 February 2013,335.25
22 February 2013,338.13
21 February 2013,340
20 February 2013,340.5
19 February 2013,354
18 February 2013,340
15 February 2013,339.5
14 February 2013,335.51
13 February 2013,338.5
12 February 2013,340
11 February 2013,341.5
08 February 2013,340.5
07 February 2013,340.5
06 February 2013,344.5
05 February 2013,343.5
04 February 2013,342
01 February 2013,338
31 January 2013,341
30 January 2013,343
29 January 2013,344.5
28 January 2013,358.5
25 January 2013,364
24 January 2013,382
23 January 2013,380
22 January 2013,383
21 January 2013,396.5
18 January 2013,375
17 January 2013,370
16 January 2013,387
15 January 2013,386.5
14 January 2013,391
11 January 2013,357.5
10 January 2013,351.25
09 January 2013,349.5
08 January 2013,361.01
07 January 2013,375
04 January 2013,353
03 January 2013,359.5
02 January 2013,357
01 January 2013,375
31 December 2012,375
28 December 2012,382
27 December 2012,375
26 December 2012,379
25 December 2012,379
24 December 2012,375
21 December 2012,390.5
20 December 2012,378
19 December 2012,386
18 December 2012,407
17 December 2012,433.5
14 December 2012,445
13 December 2012,402.5
12 December 2012,411
11 December 2012,413
10 December 2012,419.5
07 December 2012,393
06 December 2012,392.5
05 December 2012,407
04 December 2012,423.5
03 December 2012,440
30 November 2012,422
29 November 2012,423.5
28 November 2012,406
27 November 2012,419.5
26 November 2012,387
23 November 2012,385.36
22 November 2012,402.5
21 November 2012,400.5
20 November 2012,397.5
19 November 2012,384.5
16 November 2012,387.5
15 November 2012,388.5
14 November 2012,408.5
13 November 2012,417.5
12 November 2012,368
09 November 2012,367
08 November 2012,369.5
07 November 2012,373
06 November 2012,386.5
05 November 2012,366.75
02 November 2012,366.5
01 November 2012,370
31 October 2012,386.5
30 October 2012,398
29 October 2012,372.5
26 October 2012,378.5
25 October 2012,381.5
24 October 2012,384.5
23 October 2012,394.5
22 October 2012,397.91
19 October 2012,374
18 October 2012,384.75
17 October 2012,370.5
16 October 2012,390.5
15 October 2012,412
12 October 2012,379
11 October 2012,374.5
10 October 2012,392.5
09 October 2012,418.5
08 October 2012,434.5
05 October 2012,377
04 October 2012,367.5
03 October 2012,360.5
02 October 2012,368.5
01 October 2012,382
28 September 2012,355.5
27 September 2012,347.3
26 September 2012,368.5
25 September 2012,358.5
24 September 2012,335.72
21 September 2012,337.25
20 September 2012,340.5
19 September 2012,347.5
18 September 2012,359.5
17 September 2012,338
14 September 2012,339.5
13 September 2012,339.11
12 September 2012,355
11 September 2012,353.5
10 September 2012,334.17
07 September 2012,334
06 September 2012,340.5
05 September 2012,362.67
04 September 2012,375.5
03 September 2012,344
31 August 2012,345
30 August 2012,343.17
29 August 2012,325.5
28 August 2012,330.01
27 August 2012,343.46
24 August 2012,358.5
23 August 2012,355.79
22 August 2012,361.91
21 August 2012,374.5
20 August 2012,390
17 August 2012,356
16 August 2012,350
15 August 2012,352.5
14 August 2012,364
13 August 2012,372.5
10 August 2012,350
09 August 2012,352.5
08 August 2012,352.5
07 August 2012,355.5
06 August 2012,390.22
03 August 2012,346.5
02 August 2012,357.5
01 August 2012,365
31 July 2012,377.5
30 July 2012,381.75
27 July 2012,347.5
26 July 2012,345
25 July 2012,354
24 July 2012,366.5
23 July 2012,377.5
20 July 2012,351
19 July 2012,349
18 July 2012,374
17 July 2012,390
16 July 2012,404.75
13 July 2012,381.5
12 July 2012,385
11 July 2012,380
10 July 2012,389
09 July 2012,404
06 July 2012,379.25
05 July 2012,392
04 July 2012,379
03 July 2012,389
02 July 2012,396
29 June 2012,381.25
28 June 2012,394
27 June 2012,407
26 June 2012,406
25 June 2012,384
22 June 2012,379
21 June 2012,376
20 June 2012,385
19 June 2012,363.65
18 June 2012,378
15 June 2012,381.5
14 June 2012,378
13 June 2012,392
12 June 2012,406
11 June 2012,383.5
08 June 2012,383.5
07 June 2012,381.75
06 June 2012,392
05 June 2012,406
04 June 2012,382
01 June 2012,386
31 May 2012,392
30 May 2012,393
29 May 2012,360.5
28 May 2012,379.5
25 May 2012,396
24 May 2012,391.5
23 May 2012,393.5
22 May 2012,396.5
21 May 2012,402.5
18 May 2012,387
17 May 2012,381
16 May 2012,378.5
15 May 2012,388.5
14 May 2012,397.5
11 May 2012,370.5
10 May 2012,366.5
09 May 2012,365.5
08 May 2012,371.5
07 May 2012,381.5
04 May 2012,356.5
03 May 2012,353
02 May 2012,352
01 May 2012,364
30 April 2012,362.5
27 April 2012,370.5
26 April 2012,375
25 April 2012,351.5
24 April 2012,371.5
23 April 2012,339.5
20 April 2012,341.5
19 April 2012,343.5
18 April 2012,354.5
17 April 2012,365
16 April 2012,344
13 April 2012,345
12 April 2012,342.5
11 April 2012,358.5
10 April 2012,372
09 April 2012,337.5
06 April 2012,341.5
05 April 2012,337.5
04 April 2012,337.5
03 April 2012,354.5
02 April 2012,332.5
30 March 2012,335.5
29 March 2012,333.5
28 March 2012,343
27 March 2012,350
26 March 2012,360
23 March 2012,376
22 March 2012,346.5
21 March 2012,345.5
20 March 2012,344
19 March 2012,350.5
16 March 2012,339
15 March 2012,343
14 March 2012,379.55
13 March 2012,352
12 March 2012,365
09 March 2012,342
08 March 2012,347.5
07 March 2012,355
06 March 2012,369
05 March 2012,372
02 March 2012,381
01 March 2012,335
29 February 2012,339
28 February 2012,350
27 February 2012,333
24 February 2012,323
23 February 2012,323
22 February 2012,347.5
21 February 2012,327.5
20 February 2012,322
17 February 2012,333
16 February 2012,335
15 February 2012,348
14 February 2012,325
13 February 2012,321
10 February 2012,332
09 February 2012,324
08 February 2012,348
07 February 2012,323
06 February 2012,325
03 February 2012,329
02 February 2012,332
01 February 2012,356.5
31 January 2012,343
30 January 2012,351
27 January 2012,342
26 January 2012,358
25 January 2012,380
24 January 2012,399
23 January 2012,408
20 January 2012,376
19 January 2012,382
18 January 2012,395.5
17 January 2012,418
16 January 2012,446
13 January 2012,402
12 January 2012,399
11 January 2012,401
10 January 2012,405
09 January 2012,426
06 January 2012,396
05 January 2012,399.5
04 January 2012,452.5
03 January 2012,478
02 January 2012,434.5
30 December 2011,435.5
29 December 2011,415.5
28 December 2011,439
27 December 2011,434
26 December 2011,435
23 December 2011,435
22 December 2011,446
21 December 2011,439
20 December 2011,448
19 December 2011,486
16 December 2011,430.5
15 December 2011,425
14 December 2011,423.5
13 December 2011,442
12 December 2011,450
09 December 2011,387
08 December 2011,395
07 December 2011,384
06 December 2011,396
05 December 2011,408
02 December 2011,384
01 December 2011,395
30 November 2011,407
29 November 2011,425
28 November 2011,379.95
25 November 2011,386
24 November 2011,382
23 November 2011,408
22 November 2011,394
21 November 2011,367
18 November 2011,363
17 November 2011,364
16 November 2011,374
15 November 2011,393
14 November 2011,397
11 November 2011,352
10 November 2011,356
