Date,Line(QZAR1M=)
31 December 1992,230
30 December 1992,222
29 December 1992,205
28 December 1992,211
25 December 1992,212.5
24 December 1992,212.5
23 December 1992,217.5
22 December 1992,228.5
21 December 1992,227
18 December 1992,214.5
17 December 1992,215.5
16 December 1992,220
15 December 1992,217.5
14 December 1992,222
11 December 1992,210
10 December 1992,208
09 December 1992,202
08 December 1992,197
07 December 1992,204
04 December 1992,198.5
03 December 1992,196
02 December 1992,195
01 December 1992,197.5
30 November 1992,211
27 November 1992,220.5
26 November 1992,220
25 November 1992,222.5
24 November 1992,219.5
23 November 1992,225
20 November 1992,202
19 November 1992,212.5
18 November 1992,218.5
17 November 1992,243
16 November 1992,225
13 November 1992,230
12 November 1992,243
11 November 1992,250
10 November 1992,254
09 November 1992,250.5
06 November 1992,235
05 November 1992,238.5
04 November 1992,241
03 November 1992,248.5
02 November 1992,233
30 October 1992,230
29 October 1992,230
28 October 1992,239.5
27 October 1992,243.5
26 October 1992,255
23 October 1992,232.5
22 October 1992,245.5
21 October 1992,237
20 October 1992,238.5
19 October 1992,247
16 October 1992,229
15 October 1992,231
14 October 1992,231
13 October 1992,239
12 October 1992,236
09 October 1992,231.5
08 October 1992,234.5
07 October 1992,236
06 October 1992,237.5
05 October 1992,242.5
02 October 1992,231
01 October 1992,232.5
30 September 1992,228.5
29 September 1992,237.5
28 September 1992,222
25 September 1992,217.5
24 September 1992,217.5
23 September 1992,230.5
22 September 1992,235.5
21 September 1992,221
18 September 1992,221.5
17 September 1992,217.5
16 September 1992,222.5
15 September 1992,222.5
14 September 1992,217.5
11 September 1992,212.5
10 September 1992,213.5
09 September 1992,227
08 September 1992,230
07 September 1992,207.5
04 September 1992,208.5
03 September 1992,203
02 September 1992,205.5
01 September 1992,214
31 August 1992,203
28 August 1992,204
27 August 1992,202
26 August 1992,208.5
25 August 1992,225
24 August 1992,230
21 August 1992,227
20 August 1992,226.5
19 August 1992,224.5
18 August 1992,235.5
17 August 1992,247
14 August 1992,231.5
13 August 1992,236.5
12 August 1992,232.5
11 August 1992,240
10 August 1992,248.5
07 August 1992,237
06 August 1992,240
05 August 1992,251
04 August 1992,256.5
03 August 1992,265
31 July 1992,238.5
30 July 1992,235.5
29 July 1992,235
28 July 1992,242
27 July 1992,251.5
24 July 1992,232.5
23 July 1992,235.5
22 July 1992,235.5
21 July 1992,243
20 July 1992,250.5
17 July 1992,232.5
16 July 1992,237.5
15 July 1992,245
14 July 1992,251
13 July 1992,257.5
10 July 1992,243
09 July 1992,241
08 July 1992,243
07 July 1992,247.5
06 July 1992,256
03 July 1992,239
02 July 1992,228.5
01 July 1992,225.5
30 June 1992,236.5
29 June 1992,256.5
26 June 1992,239.5
25 June 1992,235
24 June 1992,242.5
23 June 1992,250
22 June 1992,238.5
19 June 1992,237.5
18 June 1992,241
17 June 1992,248
16 June 1992,252.5
15 June 1992,239.5
12 June 1992,238.5
11 June 1992,238.5
10 June 1992,246.5
09 June 1992,252.5
08 June 1992,234.5
05 June 1992,231.5
04 June 1992,234.5
03 June 1992,245
02 June 1992,255
01 June 1992,240
29 May 1992,240.5
28 May 1992,245
27 May 1992,246.5
26 May 1992,261.5
25 May 1992,270
22 May 1992,256.5
21 May 1992,258.5
20 May 1992,257
19 May 1992,262.5
18 May 1992,268
15 May 1992,260.5
14 May 1992,260
13 May 1992,262.5
12 May 1992,272.5
11 May 1992,280
08 May 1992,267.5
07 May 1992,264.5
06 May 1992,267.5
05 May 1992,272.5
04 May 1992,280.5
01 May 1992,260
30 April 1992,263.5
29 April 1992,262.5
28 April 1992,246.5
27 April 1992,254.5
24 April 1992,261
23 April 1992,252
22 April 1992,269.5
21 April 1992,282
20 April 1992,257.5
17 April 1992,257.5
16 April 1992,257.5
15 April 1992,257
14 April 1992,271
13 April 1992,254
10 April 1992,255
09 April 1992,252
08 April 1992,260
07 April 1992,265
06 April 1992,246
03 April 1992,246
02 April 1992,253
01 April 1992,267
31 March 1992,270
30 March 1992,275
27 March 1992,253
26 March 1992,265
25 March 1992,267
24 March 1992,272
23 March 1992,281.5
20 March 1992,271
19 March 1992,276
18 March 1992,282
17 March 1992,289
16 March 1992,302
13 March 1992,312.5
12 March 1992,276.5
11 March 1992,277.5
10 March 1992,285
09 March 1992,292.5
06 March 1992,277
05 March 1992,275
04 March 1992,285
03 March 1992,292
02 March 1992,304
28 February 1992,280
27 February 1992,282.5
26 February 1992,301
25 February 1992,268
24 February 1992,270
21 February 1992,264
20 February 1992,275
19 February 1992,280
18 February 1992,265
17 February 1992,257
14 February 1992,260.5
13 February 1992,262
12 February 1992,278
11 February 1992,263
10 February 1992,260
07 February 1992,261
06 February 1992,259
05 February 1992,277.5
04 February 1992,259.5
03 February 1992,260
31 January 1992,262
30 January 1992,248
29 January 1992,250
28 January 1992,257
27 January 1992,269
24 January 1992,280
23 January 1992,277.5
22 January 1992,275
21 January 1992,285
20 January 1992,295
17 January 1992,282.5
16 January 1992,278
15 January 1992,292
14 January 1992,297.5
13 January 1992,305
10 January 1992,282.5
09 January 1992,280
08 January 1992,275.5
07 January 1992,285
06 January 1992,295
03 January 1992,277
02 January 1992,273
01 January 1992,270
31 December 1991,270
30 December 1991,282
27 December 1991,255
26 December 1991,262
25 December 1991,262
24 December 1991,262
23 December 1991,260
20 December 1991,258
19 December 1991,263
18 December 1991,275
17 December 1991,280
16 December 1991,290
13 December 1991,290
12 December 1991,265
11 December 1991,263
10 December 1991,270
09 December 1991,280
06 December 1991,258
05 December 1991,257
04 December 1991,257.25
03 December 1991,265
02 December 1991,277
29 November 1991,260
28 November 1991,255
27 November 1991,272.5
26 November 1991,267.5
25 November 1991,249.5
22 November 1991,260
21 November 1991,267
20 November 1991,262
19 November 1991,268.5
18 November 1991,250
15 November 1991,250.5
14 November 1991,255
13 November 1991,264
12 November 1991,274
11 November 1991,250
08 November 1991,250
07 November 1991,250
06 November 1991,256.5
05 November 1991,261
04 November 1991,245
01 November 1991,253
31 October 1991,250
30 October 1991,253
29 October 1991,243
28 October 1991,245.5
25 October 1991,252
24 October 1991,259.5
23 October 1991,255
22 October 1991,260
21 October 1991,267
18 October 1991,252
17 October 1991,249
16 October 1991,255
15 October 1991,263.5
14 October 1991,271.5
11 October 1991,257
10 October 1991,254
09 October 1991,254
08 October 1991,262
07 October 1991,280
04 October 1991,253
03 October 1991,250
02 October 1991,250
01 October 1991,258
30 September 1991,263
27 September 1991,250
26 September 1991,252.5
25 September 1991,251.5
24 September 1991,258.5
23 September 1991,240
20 September 1991,240
19 September 1991,242
18 September 1991,248
17 September 1991,255
16 September 1991,243
13 September 1991,243
12 September 1991,235
11 September 1991,255
10 September 1991,260
09 September 1991,239
06 September 1991,245
05 September 1991,241
04 September 1991,245
03 September 1991,255
02 September 1991,240
30 August 1991,240
29 August 1991,240
28 August 1991,250
27 August 1991,255
26 August 1991,265
23 August 1991,255
22 August 1991,250
21 August 1991,252.5
20 August 1991,261
19 August 1991,273
16 August 1991,251.5
15 August 1991,245
14 August 1991,248
13 August 1991,256.5
12 August 1991,262
09 August 1991,247.5
08 August 1991,248
07 August 1991,247.5
06 August 1991,255
05 August 1991,260
02 August 1991,247
01 August 1991,245
31 July 1991,252
30 July 1991,260
29 July 1991,237.5
26 July 1991,242.5
25 July 1991,245
24 July 1991,245
23 July 1991,252
22 July 1991,260
19 July 1991,242.5
18 July 1991,247.5
17 July 1991,245
16 July 1991,253
15 July 1991,255
12 July 1991,243
11 July 1991,243
10 July 1991,248
09 July 1991,255
08 July 1991,263
05 July 1991,250
04 July 1991,247
03 July 1991,249.5
02 July 1991,245
01 July 1991,265
28 June 1991,245
27 June 1991,245
26 June 1991,261.5
25 June 1991,250
24 June 1991,238
21 June 1991,238
20 June 1991,235
19 June 1991,245
18 June 1991,253
17 June 1991,233.5
14 June 1991,234
13 June 1991,235
12 June 1991,240
11 June 1991,246
10 June 1991,235
07 June 1991,232
06 June 1991,233
05 June 1991,242.5
04 June 1991,250
03 June 1991,235
31 May 1991,242.5
30 May 1991,245
29 May 1991,240
28 May 1991,227.5
27 May 1991,235
24 May 1991,244
23 May 1991,245
22 May 1991,247
21 May 1991,253
20 May 1991,260
17 May 1991,242.5
16 May 1991,243
15 May 1991,244
14 May 1991,255
13 May 1991,258
10 May 1991,243
09 May 1991,240
08 May 1991,242.5
07 May 1991,243
06 May 1991,260
03 May 1991,238
02 May 1991,243
01 May 1991,245
30 April 1991,245
29 April 1991,257
26 April 1991,235
25 April 1991,232.5
24 April 1991,225
23 April 1991,255
22 April 1991,225
19 April 1991,225.5
18 April 1991,225
17 April 1991,235
16 April 1991,243
15 April 1991,232
12 April 1991,227
11 April 1991,230
10 April 1991,235
09 April 1991,245
08 April 1991,225
05 April 1991,230
04 April 1991,220
03 April 1991,230
02 April 1991,230
01 April 1991,220
29 March 1991,220
28 March 1991,220
27 March 1991,221
26 March 1991,242
25 March 1991,240
22 March 1991,222.5
21 March 1991,222
20 March 1991,222
19 March 1991,225
18 March 1991,232
15 March 1991,225
14 March 1991,219
13 March 1991,217
12 March 1991,223
11 March 1991,225
08 March 1991,222
07 March 1991,217
06 March 1991,217
05 March 1991,222
04 March 1991,226
01 March 1991,210
28 February 1991,212.5
27 February 1991,215
26 February 1991,200
25 February 1991,197.5
22 February 1991,195
21 February 1991,200
20 February 1991,197.5
19 February 1991,197.5
18 February 1991,197.5
15 February 1991,197
14 February 1991,200.5
13 February 1991,202.5
12 February 1991,197
11 February 1991,200
08 February 1991,200
07 February 1991,198
06 February 1991,200
05 February 1991,198
04 February 1991,198
01 February 1991,190
31 January 1991,190
30 January 1991,190
29 January 1991,192
28 January 1991,198
25 January 1991,210
24 January 1991,215
23 January 1991,211.5
22 January 1991,220
21 January 1991,223
18 January 1991,205
17 January 1991,205
16 January 1991,210
15 January 1991,220
14 January 1991,220
11 January 1991,212
10 January 1991,207
09 January 1991,205
08 January 1991,207.5
07 January 1991,213
04 January 1991,202
03 January 1991,205
02 January 1991,198
31 December 1990,202.5
28 December 1990,207.5
27 December 1990,155
26 December 1990,170
25 December 1990,170
24 December 1990,170
21 December 1990,182.5
20 December 1990,183
19 December 1990,188
18 December 1990,192
17 December 1990,195
14 December 1990,187
13 December 1990,187
12 December 1990,189
11 December 1990,193
10 December 1990,199
07 December 1990,177.5
06 December 1990,182
05 December 1990,178
04 December 1990,180
03 December 1990,185
30 November 1990,165
29 November 1990,163
28 November 1990,188
27 November 1990,195
26 November 1990,185
23 November 1990,178
22 November 1990,188
21 November 1990,188
20 November 1990,186
19 November 1990,185
16 November 1990,185
15 November 1990,182.5
14 November 1990,193.5
13 November 1990,195
12 November 1990,182
09 November 1990,185
08 November 1990,182
07 November 1990,187
06 November 1990,195
05 November 1990,182.5
02 November 1990,185
01 November 1990,182.5
31 October 1990,191.5
30 October 1990,194.5
29 October 1990,185
26 October 1990,190
25 October 1990,187.5
24 October 1990,185
23 October 1990,190
22 October 1990,203
19 October 1990,185.5
18 October 1990,192
17 October 1990,195
16 October 1990,190
15 October 1990,197
12 October 1990,182.5
11 October 1990,183
10 October 1990,190
09 October 1990,190
08 October 1990,197.5
05 October 1990,185
04 October 1990,192
03 October 1990,188
02 October 1990,192.5
01 October 1990,197.5
28 September 1990,183
27 September 1990,175
26 September 1990,188
25 September 1990,188
24 September 1990,175
21 September 1990,180.5
20 September 1990,182.5
19 September 1990,190
18 September 1990,193
17 September 1990,182.5
14 September 1990,182
13 September 1990,185
12 September 1990,193.5
11 September 1990,197
10 September 1990,182.5
07 September 1990,183
06 September 1990,189
05 September 1990,200
04 September 1990,203
03 September 1990,185
31 August 1990,185
30 August 1990,180
29 August 1990,168
28 August 1990,177
27 August 1990,179
24 August 1990,183
23 August 1990,184
22 August 1990,186.5
21 August 1990,192
20 August 1990,200
16 August 1990,193
15 August 1990,193
14 August 1990,198
13 August 1990,197.5
10 August 1990,197.5
09 August 1990,195
08 August 1990,195.5
07 August 1990,200
06 August 1990,205
03 August 1990,193
02 August 1990,197.5
01 August 1990,205
31 July 1990,210
30 July 1990,212
27 July 1990,193
26 July 1990,195
25 July 1990,195
24 July 1990,200
23 July 1990,207
20 July 1990,197
19 July 1990,200
18 July 1990,197.5
17 July 1990,202
16 July 1990,209
13 July 1990,193
12 July 1990,192.5
11 July 1990,192.5
10 July 1990,200
09 July 1990,206
06 July 1990,195
05 July 1990,195
04 July 1990,200
03 July 1990,198
02 July 1990,202
29 June 1990,195
28 June 1990,195
27 June 1990,205
26 June 1990,203
25 June 1990,188
22 June 1990,187
21 June 1990,190
20 June 1990,197
19 June 1990,200
18 June 1990,185
15 June 1990,187.5
14 June 1990,185
13 June 1990,195
12 June 1990,202.5
11 June 1990,192.5
08 June 1990,191
07 June 1990,190
06 June 1990,198
05 June 1990,201
04 June 1990,192
01 June 1990,190
31 May 1990,197.5
30 May 1990,196.5
29 May 1990,198
28 May 1990,189
25 May 1990,190
